symbol,exit_reason,entry_price,exit_price,profit_loss,stop_loss,take_profit,lots,duration,max_dd_during_trade,spread_at_entry
CL,TP,60.61082174800065,60.999182771148426,0.3883610231477732,LONG,188.28497641183372,1394.960590701679,6.853421176807759,1.2940574222728343,0.9850409914069815,0.5147944810712551
NG,SL,3.86038249288075,3.822358232322317,-0.03802426055843311,LONG,413.52523567212967,1155.1754676434691,6.040905199691864,1.2862315452048658,1.0207130678271015,0.6747933824998984
NG,TP,2.59287701563622,2.5545289465137877,0.03834806912243227,SHORT,201.3213954678431,1125.5399775219994,9.230611643076221,1.5574897104070076,1.3264025098806316,0.8535003461974656
ES,SL,4952.436348136282,4932.439294352895,-19.997053783386946,LONG,109.04350794789038,768.6255901898812,2.466331651659851,1.7495073221038446,0.6179834453051298,0.5837764921988486
ES,TP,4298.4369039782105,4314.133767340274,15.696863362063596,LONG,487.692636068555,1176.342753639242,8.361044239314376,0.6877897459529488,0.9240258411098208,0.33020861883854485
NQ,SL,13941.893802341605,13975.50268114091,-33.608878799304875,SHORT,219.69333069395142,1468.5038643822268,4.152891585523954,1.4995032462161395,1.666165152289875,0.21102066447907009
ES,SL,4095.257877742419,4106.267278130135,-11.009400387716141,SHORT,134.8793007661827,752.6730548681089,8.708394178427131,1.9891262223474693,0.6650423659426024,0.11574430932339583
ES,SL,4412.497014422431,4429.514834222456,-17.01781980002488,SHORT,111.77240383714397,947.7026369687369,1.3646463597178862,0.5680259835168278,0.7821595094695221,0.6483418561053642
CL,TP,65.97643816798096,66.29256507177055,0.31612690378959485,LONG,271.5192531181754,876.6083089858357,9.405630746904336,1.6636021265651897,1.8194032170858487,0.14203245211723564
GOLD,TP,1925.153588218369,1922.4328975747123,2.720690643656553,SHORT,154.95721382881254,1337.3198837580574,2.4889955693486088,1.2350935395111886,0.5062909233758459,0.7994698686302274
NG,TP,3.9978443622909605,4.003388735098183,0.005544372807222864,LONG,152.51573562263152,1298.980754021985,7.945970952786595,1.4551808390561733,1.4831165818566192,0.31434081849469686
NG,MANUAL,2.8374288293902215,2.809196384248091,-0.028232445142130302,LONG,257.1255892481962,961.7913349702804,6.74846100013679,1.6914479811637135,1.1908355044450536,0.9860721137294765
NQ,MANUAL,12073.263706568192,12055.58032817935,17.683378388841447,SHORT,104.98642326036523,1481.694052507479,6.049319608531241,1.0170410511225831,0.9136452212687376,0.5906376662743152
GOLD,SL,1878.4463903373253,1876.3233778920508,-2.123012445274526,LONG,316.2720213834641,658.6973346097379,1.6522456035074604,1.905519732536287,1.510499712196469,0.22199153499954238
NG,MANUAL,2.64990791982583,2.63606131958696,0.013846600238869744,SHORT,283.5750686413162,612.312934154523,2.417316677511691,0.8086166884876118,0.6670557214682409,0.33614440019094716
CL,MANUAL,64.74624282566813,65.03400819885552,-0.2877653731873835,SHORT,272.94374175809685,1107.283954440852,4.977276286130923,0.8867283410157216,0.9381925629883309,0.31760368477407447
CL,TP,73.22762182210451,72.9909572737611,0.23666454834341266,SHORT,114.4009301783377,771.7125211941324,6.665098111179381,0.7270097287834905,1.5413619051511027,0.5346029743608489
CL,MANUAL,70.15036236168307,70.0525265704351,0.09783579124795949,SHORT,337.9597416361322,1050.8441659817272,6.032081505642666,1.9425270337995537,0.9014425370930647,0.42535520255395554
NQ,MANUAL,14617.699247615243,14606.745904921097,-10.953342694145249,LONG,199.39390520938218,1044.7911386743071,4.096844595217439,0.7908531209772567,1.5169502350064694,0.4293721980373546
NG,TP,2.5341187772752494,2.564980710524712,0.030861933249462847,LONG,195.55513378097777,923.2387880345989,8.24905772538147,0.5722636036639812,0.9292964301461537,0.1410167485393997
NG,TP,2.1559535358817445,2.1173773795184196,0.0385761563633249,SHORT,487.96973190105433,1150.9277929307473,5.4326696984209,1.4227870101484916,0.6681189465453045,0.6150985731378488
NQ,TP,13921.270986815543,13973.92929071726,52.65830390171686,LONG,254.57344207495086,941.7201541299474,4.730755418604561,1.4649197113721069,1.1639667722596785,0.13791319053124376
NG,MANUAL,3.086727559751419,3.0923100772804006,0.005582517528981423,LONG,252.13934890223072,981.2498632790234,5.65349522139203,1.430388991032474,0.9400153035453174,0.2913164322498022
GOLD,TP,1867.191001554494,1864.7858413708002,2.4051601836938516,SHORT,230.89893125348286,539.4437504883231,3.8237835380722274,1.935441700203894,1.190910273213297,0.15075080927922768
CL,TP,60.091158412675654,59.70613056566414,0.38502784701151427,SHORT,110.7359150387059,926.6452249287463,2.916578914543772,1.2669484217085745,0.7804935444013884,0.705254840577886
ES,TP,4344.891667275171,4360.782859650822,15.891192375650462,LONG,399.1992118539993,1489.433525020535,8.198927780182007,0.9446789052314943,1.0052946977426156,0.12441357482754203
GOLD,SL,1955.6253423050907,1952.6333991805263,-2.9919431245643864,LONG,339.51336890863,1215.2977052260844,6.954476805356779,0.6147150598798089,1.1275481199645951,0.29012522965205534
CL,MANUAL,66.39398260176173,66.15624298716003,0.23773961460170767,SHORT,221.46181703240052,802.8676097475477,2.7737432179615604,0.7846380836758818,1.0173097731344054,0.6510355517732446
NQ,MANUAL,12235.050995615096,12208.851066277548,-26.199929337548383,LONG,262.5006707878859,1083.414087864353,3.400142897174046,1.151165642819173,1.1907686943110147,0.9753292221524843
CL,SL,61.84389323768866,61.47279630466071,-0.37109693302794966,LONG,198.54578898412433,799.4317158828383,8.93218310615315,1.6501423143826524,1.381481486526238,0.6789045264386241
GOLD,SL,1995.1918555359503,1998.430340851287,-3.238485315336675,SHORT,213.73035401285244,933.2249371127143,2.0735979144259784,0.9157229583280782,1.1676052726241015,0.7033210001434529
GOLD,TP,1901.9073300183666,1902.5955204144814,0.6881903961148055,LONG,301.26072646139426,840.8129068517896,5.779705926915755,1.7760523286298187,0.7197923692378658,0.9605857723611415
CL,TP,67.35655253407968,67.20348486264078,0.15306767143890454,SHORT,369.2925352146184,987.907858951603,9.987492491823291,1.1077535775195724,1.4964673542949734,0.6322307604838696
NQ,SL,14736.482396631685,14708.647170187876,-27.835226443809006,LONG,126.74512289817929,1054.5272120006157,9.919424186585317,0.8467118722210963,1.808208393022348,0.889910034187994
ES,TP,4432.896414090267,4420.467143178542,12.429270911725325,SHORT,325.7475684263636,1079.3972753034905,5.316884727884132,0.87393171641618,0.9924596606402974,0.9709357513547139
CL,SL,78.99152465310839,78.82950815183429,-0.1620165012740955,LONG,452.3654915903837,763.0539975602388,8.826268575141928,1.9301659648227387,1.519514519428686,0.12439095710949227
NQ,SL,12707.035755547233,12665.70841174548,-41.32734380175316,LONG,118.23796038265021,1033.52212364049,2.0350764394228684,0.9030560673281798,0.7208368240728764,0.9004171126998501
CL,TP,60.43668978280916,60.5704842069083,0.13379442409913622,LONG,159.9585924635051,1007.7396053805796,2.5266739743015973,1.7599420268721027,1.3318460487522792,0.877935941049633
ES,SL,4508.45871695425,4500.028236731774,-8.430480222476035,LONG,385.6904968722492,965.9354849740502,6.362608952240852,0.7699358222830635,1.1266835545553393,0.6076500844039969
CL,TP,73.28251840667679,73.39449426697925,0.11197586030246498,LONG,137.4524449407154,1111.688871250372,7.399864668685039,0.8607860122599755,1.1197385721025543,0.8480811545082619
NQ,SL,14197.154700061923,14250.127226027547,-52.9725259656243,SHORT,157.77662085652105,1004.3584706236927,1.0404943905453576,1.6854096844248212,1.3635874230013139,0.6016139067296259
GOLD,TP,1908.0694598113148,1906.6655893480024,1.403870463312387,SHORT,144.6836381114595,1167.3212900720755,5.1563539732551185,1.2973234920355872,0.6186506466071071,0.10520813228955976
CL,SL,76.14467689291402,76.46952973191418,-0.32485283900015816,SHORT,103.98123795131875,1125.4987757530846,9.502277649747604,1.3139556378943371,1.9316397852864524,0.6457337127717779
ES,MANUAL,4619.087559207637,4599.326314065373,19.76124514226467,SHORT,466.2314246147329,790.8456327898368,3.0500740141325067,1.5655151956339235,0.9224948621685078,0.6273828731424702
